#"Step","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
1050,-7498.963491152863,202.4643908119107,7.565344101295832,0.9930819211843142
1060,-7512.385366152863,202.9706351202468,7.565344101295832,0.9930819211843142
1070,-7517.275991152863,207.62386178657536,7.565344101295832,0.9930819211843142
1080,-7522.811147402863,209.38867914318294,7.565344101295832,0.9930819211843142
1090,-7487.971303652863,205.4838790539754,7.565344101295832,0.9930819211843142
1100,-7509.885366152863,210.89396178488866,7.565344101295832,0.9930819211843142
1110,-7462.807241152863,205.41689861863114,7.565344101295832,0.9930819211843142
1120,-7449.455678652863,205.7795802568607,7.565344101295832,0.9930819211843142
1130,-7367.115834902863,194.46609526227857,7.565344101295832,0.9930819211843142
1140,-7399.721303652863,200.94940385096,7.565344101295832,0.9930819211843142
1150,-7413.291616152863,203.1693476618078,7.565344101295832,0.9930819211843142
1160,-7398.666616152863,198.67321769344832,7.565344101295832,0.9930819211843142
1170,-7423.807241152863,202.85761177699277,7.565344101295832,0.9930819211843142
1180,-7436.775991152863,208.2723439363915,7.565344101295832,0.9930819211843142
1190,-7389.068959902863,203.80363753574426,7.565344101295832,0.9930819211843142
1200,-7388.932241152863,206.8693851769469,7.565344101295832,0.9930819211843142
1210,-7383.322866152863,210.95223341298833,7.565344101295832,0.9930819211843142
1220,-7412.947866152863,219.07184521145413,7.565344101295832,0.9930819211843142
1230,-7390.283803652863,218.30122813172224,7.565344101295832,0.9930819211843142
1240,-7337.858022402863,213.58460044701783,7.565344101295832,0.9930819211843142
1250,-7297.986928652863,211.02966286666884,7.565344101295832,0.9930819211843142
1260,-7244.486928652863,206.31498121792296,7.565344101295832,0.9930819211843142
1270,-7323.275991152863,222.92644718352463,7.565344101295832,0.9930819211843142
1280,-7324.307241152863,224.077829217626,7.565344101295832,0.9930819211843142
1290,-7282.307241152863,219.79074225362496,7.565344101295832,0.9930819211843142
1300,-7326.959584902863,226.6760485873056,7.565344101295832,0.9930819211843142
1310,-7314.150991152863,224.0839544449637,7.565344101295832,0.9930819211843142
1320,-7256.315053652863,216.45327721049998,7.565344101295832,0.9930819211843142
1330,-7252.580678652863,221.84084991292545,7.565344101295832,0.9930819211843142
1340,-7130.900991152863,207.35299315561787,7.565344101295832,0.9930819211843142
1350,-7244.424428652863,220.94768617059702,7.565344101295832,0.9930819211843142
1360,-7234.502553652863,221.84363780018927,7.565344101295832,0.9930819211843142
1370,-7211.338491152863,215.53747786082516,7.565344101295832,0.9930819211843142
1380,-7214.662709902863,213.97845115878104,7.565344101295832,0.9930819211843142
1390,-7255.854116152863,220.4370092287401,7.565344101295832,0.9930819211843142
1400,-7233.326772402863,223.37686998441808,7.565344101295832,0.9930819211843142
1410,-7167.174428652863,218.33668574733295,7.565344101295832,0.9930819211843142
1420,-7126.096303652863,213.22893383483668,7.565344101295832,0.9930819211843142
1430,-7198.580678652863,227.7657606728359,7.565344101295832,0.9930819211843142
1440,-7168.705678652863,226.28711974785918,7.565344101295832,0.9930819211843142
1450,-7145.076772402863,223.93108513051664,7.565344101295832,0.9930819211843142
1460,-7210.025991152863,237.03834132540183,7.565344101295832,0.9930819211843142
1470,-7189.471303652863,234.24889632495982,7.565344101295832,0.9930819211843142
1480,-7177.885366152863,235.60794122173823,7.565344101295832,0.9930819211843142
1490,-7109.115834902863,229.06981176784484,7.565344101295832,0.9930819211843142
1500,-7153.065053652863,235.57276011108283,7.565344101295832,0.9930819211843142
1510,-7121.904897402863,234.61563292354376,7.565344101295832,0.9930819211843142
1520,-7059.217397402863,227.58339073598518,7.565344101295832,0.9930819211843142
1530,-7102.588491152863,235.713916343196,7.565344101295832,0.9930819211843142
1540,-7120.721303652863,239.23895367694692,7.565344101295832,0.9930819211843142
1550,-7121.490834902863,242.5368619825582,7.565344101295832,0.9930819211843142
1560,-7107.088491152863,246.75284133076315,7.565344101295832,0.9930819211843142
1570,-7116.565053652863,247.50361481925881,7.565344101295832,0.9930819211843142
1580,-7143.190053652863,250.28974525508713,7.565344101295832,0.9930819211843142
1590,-7125.463491152863,249.29494276552006,7.565344101295832,0.9930819211843142
1600,-7023.463491152863,238.54597569115123,7.565344101295832,0.9930819211843142
1610,-7016.955678652863,239.9022404282794,7.565344101295832,0.9930819211843142
1620,-7058.459584902863,246.69168703134585,7.565344101295832,0.9930819211843142
1630,-7090.104116152863,251.1822333359992,7.565344101295832,0.9930819211843142
1640,-6994.115834902863,238.68389773273285,7.565344101295832,0.9930819211843142
1650,-7053.104116152863,247.06476350050053,7.565344101295832,0.9930819211843142
1660,-7016.334584902863,243.19984771952068,7.565344101295832,0.9930819211843142
1670,-7006.162709902863,241.689926327487,7.565344101295832,0.9930819211843142
1680,-6959.346303652863,239.61112161147295,7.565344101295832,0.9930819211843142
1690,-6938.053334902863,238.83842888056827,7.565344101295832,0.9930819211843142
1700,-6959.303334902863,241.8959555424972,7.565344101295832,0.9930819211843142
1710,-6992.736928652863,244.6410969960664,7.565344101295832,0.9930819211843142
1720,-7048.721303652863,249.1496149366749,7.565344101295832,0.9930819211843142
1730,-7025.467397402863,247.31401891444315,7.565344101295832,0.9930819211843142
1740,-6947.838491152863,242.7547935813046,7.565344101295832,0.9930819211843142
1750,-6946.451772402863,242.63840850728542,7.565344101295832,0.9930819211843142
1760,-7018.803334902863,250.56087244938,7.565344101295832,0.9930819211843142
1770,-7075.725209902863,255.6702884415872,7.565344101295832,0.9930819211843142
1780,-7056.940053652863,250.64138794848378,7.565344101295832,0.9930819211843142
1790,-6944.057241152863,236.53567830953298,7.565344101295832,0.9930819211843142
1800,-6977.205678652863,245.1843182874567,7.565344101295832,0.9930819211843142
1810,-6939.752553652863,242.81819620371033,7.565344101295832,0.9930819211843142
1820,-6975.670522402863,249.87280148184718,7.565344101295832,0.9930819211843142
1830,-6966.908803652863,247.6411746473109,7.565344101295832,0.9930819211843142
1840,-6961.322866152863,249.5688611582088,7.565344101295832,0.9930819211843142
1850,-6930.924428652863,247.35949358317112,7.565344101295832,0.9930819211843142
1860,-6932.467397402863,251.49454015289552,7.565344101295832,0.9930819211843142
1870,-6966.400991152863,255.33261242437032,7.565344101295832,0.9930819211843142
1880,-6934.916616152863,256.08478393069,7.565344101295832,0.9930819211843142
1890,-6919.037709902863,255.39912365255879,7.565344101295832,0.9930819211843142
1900,-6961.709584902863,262.5525672665299,7.565344101295832,0.9930819211843142
1910,-6890.619741152863,254.59969263173133,7.565344101295832,0.9930819211843142
1920,-6900.033803652863,256.1786464432293,7.565344101295832,0.9930819211843142
1930,-6954.494741152863,262.4165303718412,7.565344101295832,0.9930819211843142
1940,-6965.666616152863,262.6519774669161,7.565344101295832,0.9930819211843142
1950,-6924.502553652863,257.3955989326391,7.565344101295832,0.9930819211843142
1960,-6893.494741152863,260.0571635377671,7.565344101295832,0.9930819211843142
1970,-6933.627553652863,264.19578460238574,7.565344101295832,0.9930819211843142
1980,-6963.775991152863,270.9486224457608,7.565344101295832,0.9930819211843142
1990,-6906.596303652863,263.61054651219456,7.565344101295832,0.9930819211843142
2000,-6930.877553652863,268.38661881696123,7.565344101295832,0.9930819211843142
2010,-6773.686147402863,248.71097196206372,7.565344101295832,0.9930819211843142
2020,-6740.068959902863,243.9515494086034,7.565344101295832,0.9930819211843142
2030,-6829.838491152863,260.52467442505196,7.565344101295832,0.9930819211843142
2040,-6919.412709902863,270.3997968022713,7.565344101295832,0.9930819211843142
2050,-6867.861928652863,264.8615325775199,7.565344101295832,0.9930819211843142
2060,-6781.440053652863,255.5833524396951,7.565344101295832,0.9930819211843142
2070,-6777.127553652863,252.66016559090144,7.565344101295832,0.9930819211843142
2080,-6760.533803652863,253.81750120186507,7.565344101295832,0.9930819211843142
2090,-6800.154897402863,260.4662134188151,7.565344101295832,0.9930819211843142
2100,-6778.772084902863,258.2115010115364,7.565344101295832,0.9930819211843142
2110,-6744.416616152863,253.3829765937815,7.565344101295832,0.9930819211843142
2120,-6731.725209902863,249.21907219095075,7.565344101295832,0.9930819211843142
2130,-6750.666616152863,254.61923210838188,7.565344101295832,0.9930819211843142
2140,-6730.674428652863,252.79365514789365,7.565344101295832,0.9930819211843142
2150,-6782.205678652863,261.26724990046137,7.565344101295832,0.9930819211843142
2160,-6725.525991152863,254.43745826493586,7.565344101295832,0.9930819211843142
2170,-6853.471303652863,271.51340347785623,7.565344101295832,0.9930819211843142
2180,-6775.549428652863,264.4934413992152,7.565344101295832,0.9930819211843142
2190,-6739.494741152863,255.6490847603625,7.565344101295832,0.9930819211843142
2200,-6753.014272402863,259.39548330227785,7.565344101295832,0.9930819211843142
2210,-6899.350209902863,276.43632120829545,7.565344101295832,0.9930819211843142
2220,-6901.373647402863,278.686465863733,7.565344101295832,0.9930819211843142
2230,-6849.490834902863,270.3613868347395,7.565344101295832,0.9930819211843142
2240,-6806.299428652863,264.9243263062764,7.565344101295832,0.9930819211843142
2250,-6803.822866152863,267.10042239688715,7.565344101295832,0.9930819211843142
2260,-6779.889272402863,262.63587938463905,7.565344101295832,0.9930819211843142
2270,-6729.572866152863,256.86768735611037,7.565344101295832,0.9930819211843142
2280,-6741.416616152863,255.7428836491092,7.565344101295832,0.9930819211843142
2290,-6725.322866152863,253.2215234837088,7.565344101295832,0.9930819211843142
2300,-6725.291616152863,255.13192057053774,7.565344101295832,0.9930819211843142
2310,-6742.318959902863,257.3039743481804,7.565344101295832,0.9930819211843142
2320,-6782.518178652863,265.4045401414587,7.565344101295832,0.9930819211843142
2330,-6670.795522402863,249.7039744206122,7.565344101295832,0.9930819211843142
2340,-6789.494741152863,264.0838611651381,7.565344101295832,0.9930819211843142
2350,-6799.479116152863,268.6953940365425,7.565344101295832,0.9930819211843142
2360,-6776.608022402863,266.51538057103437,7.565344101295832,0.9930819211843142
2370,-6761.154897402863,264.7016870717898,7.565344101295832,0.9930819211843142
2380,-6767.959584902863,267.1910694326839,7.565344101295832,0.9930819211843142
2390,-6724.299428652863,261.03190496101223,7.565344101295832,0.9930819211843142
2400,-6749.221303652863,263.15280982160044,7.565344101295832,0.9930819211843142
2410,-6692.756459902863,255.4330739444043,7.565344101295832,0.9930819211843142
2420,-6783.295522402863,269.6026607456706,7.565344101295832,0.9930819211843142
2430,-6740.561147402863,263.06765936965326,7.565344101295832,0.9930819211843142
2440,-6728.252553652863,260.188720653802,7.565344101295832,0.9930819211843142
2450,-6837.502553652863,277.61428546694776,7.565344101295832,0.9930819211843142
2460,-6723.709584902863,265.81518986891524,7.565344101295832,0.9930819211843142
2470,-6762.893178652863,269.5385526732238,7.565344101295832,0.9930819211843142
2480,-6694.010366152863,261.4989292713718,7.565344101295832,0.9930819211843142
2490,-6652.908803652863,255.73709496857012,7.565344101295832,0.9930819211843142
2500,-6737.088491152863,270.389534482772,7.565344101295832,0.9930819211843142
2510,-6749.947866152863,273.31313530175777,7.565344101295832,0.9930819211843142
2520,-6717.010366152863,265.61727197689265,7.565344101295832,0.9930819211843142
2530,-6727.861928652863,270.68193960124813,7.565344101295832,0.9930819211843142
2540,-6722.729116152863,268.71790785796844,7.565344101295832,0.9930819211843142
2550,-6734.201772402863,269.68833851028387,7.565344101295832,0.9930819211843142
2560,-6736.986928652863,266.7656657170428,7.565344101295832,0.9930819211843142
2570,-6722.502553652863,263.0146380077787,7.565344101295832,0.9930819211843142
2580,-6683.850209902863,262.87180860727017,7.565344101295832,0.9930819211843142
2590,-6696.932241152863,265.28248230303535,7.565344101295832,0.9930819211843142
2600,-6740.033803652863,270.3946623301745,7.565344101295832,0.9930819211843142
2610,-6725.768178652863,269.0479771497228,7.565344101295832,0.9930819211843142
2620,-6715.670522402863,271.2222095536728,7.565344101295832,0.9930819211843142
2630,-6700.799428652863,270.7774886569735,7.565344101295832,0.9930819211843142
2640,-6682.721303652863,266.50294560197216,7.565344101295832,0.9930819211843142
2650,-6724.990834902863,273.38643162927065,7.565344101295832,0.9930819211843142
2660,-6712.494741152863,271.7779162592937,7.565344101295832,0.9930819211843142
2670,-6681.861928652863,263.35315855975324,7.565344101295832,0.9930819211843142
2680,-6666.447866152863,262.7797125835197,7.565344101295832,0.9930819211843142
2690,-6630.100209902863,256.6695943258759,7.565344101295832,0.9930819211843142
2700,-6701.639272402863,271.1785114682843,7.565344101295832,0.9930819211843142
2710,-6658.510366152863,264.4123248170792,7.565344101295832,0.9930819211843142
2720,-6749.729116152863,274.66815011516115,7.565344101295832,0.9930819211843142
2730,-6793.166616152863,281.7380035304594,7.565344101295832,0.9930819211843142
2740,-6678.650991152863,270.60898752080425,7.565344101295832,0.9930819211843142
2750,-6602.307241152863,259.04058975322806,7.565344101295832,0.9930819211843142
2760,-6655.963491152863,263.5946362633101,7.565344101295832,0.9930819211843142
2770,-6673.705678652863,266.89317811248765,7.565344101295832,0.9930819211843142
2780,-6774.631459902863,282.9040328255507,7.565344101295832,0.9930819211843142
2790,-6696.947866152863,272.93249434304226,7.565344101295832,0.9930819211843142
2800,-6715.619741152863,276.9242336869744,7.565344101295832,0.9930819211843142
2810,-6742.080678652863,281.5230721349921,7.565344101295832,0.9930819211843142
2820,-6708.666616152863,280.58947478165163,7.565344101295832,0.9930819211843142
2830,-6681.350209902863,276.9332704614825,7.565344101295832,0.9930819211843142
2840,-6687.881459902863,277.00382905887045,7.565344101295832,0.9930819211843142
2850,-6746.486928652863,283.8208448738809,7.565344101295832,0.9930819211843142
2860,-6749.768178652863,284.8658012550798,7.565344101295832,0.9930819211843142
2870,-6807.717397402863,293.73026511462524,7.565344101295832,0.9930819211843142
2880,-6752.611928652863,287.23461873536047,7.565344101295832,0.9930819211843142
2890,-6630.440053652863,268.66558214053117,7.565344101295832,0.9930819211843142
2900,-6748.299428652863,285.24964183422276,7.565344101295832,0.9930819211843142
2910,-6734.025991152863,287.34912432026965,7.565344101295832,0.9930819211843142
2920,-6739.451772402863,285.0193238606266,7.565344101295832,0.9930819211843142
2930,-6787.893178652863,288.349523413835,7.565344101295832,0.9930819211843142
2940,-6759.307241152863,284.45059109332755,7.565344101295832,0.9930819211843142
2950,-6648.936147402863,270.1443942493134,7.565344101295832,0.9930819211843142
2960,-6581.584584902863,261.9889008607318,7.565344101295832,0.9930819211843142
2970,-6650.346303652863,270.5168148122982,7.565344101295832,0.9930819211843142
2980,-6568.338491152863,261.6986341898746,7.565344101295832,0.9930819211843142
2990,-6602.299428652863,264.5064137901876,7.565344101295832,0.9930819211843142
3000,-6613.365834902863,269.28240656175336,7.565344101295832,0.9930819211843142
3010,-6561.721303652863,264.27070989834573,7.565344101295832,0.9930819211843142
3020,-6605.479116152863,272.0194238066648,7.565344101295832,0.9930819211843142
3030,-6557.233022402863,268.9053920309819,7.565344101295832,0.9930819211843142
3040,-6602.393178652863,273.6478008483465,7.565344101295832,0.9930819211843142
3050,-6639.315053652863,278.4075914092723,7.565344101295832,0.9930819211843142
3060,-6610.326772402863,274.3255702800886,7.565344101295832,0.9930819211843142
3070,-6585.287709902863,266.67748613147035,7.565344101295832,0.9930819211843142
3080,-6611.260366152863,273.5027696842351,7.565344101295832,0.9930819211843142
3090,-6668.768178652863,283.7432318205651,7.565344101295832,0.9930819211843142
3100,-6667.283803652863,280.74413312753575,7.565344101295832,0.9930819211843142
3110,-6730.639272402863,286.69586729839335,7.565344101295832,0.9930819211843142
3120,-6647.986928652863,275.47221694776243,7.565344101295832,0.9930819211843142
3130,-6644.463491152863,277.95112910896813,7.565344101295832,0.9930819211843142
3140,-6617.236928652863,277.43587984850524,7.565344101295832,0.9930819211843142
3150,-6674.947866152863,282.8010174500529,7.565344101295832,0.9930819211843142
3160,-6753.541616152863,294.36863278979774,7.565344101295832,0.9930819211843142
3170,-6632.924428652863,277.56820371134927,7.565344101295832,0.9930819211843142
3180,-6585.443959902863,269.53488351243595,7.565344101295832,0.9930819211843142
3190,-6626.908803652863,273.75487601640555,7.565344101295832,0.9930819211843142
3200,-6743.338491152863,293.26360369038434,7.565344101295832,0.9930819211843142
3210,-6670.986928652863,281.1488248923472,7.565344101295832,0.9930819211843142
3220,-6607.744741152863,270.2608614362457,7.565344101295832,0.9930819211843142
3230,-6652.244741152863,277.0209902312986,7.565344101295832,0.9930819211843142
3240,-6614.873647402863,274.9654299484611,7.565344101295832,0.9930819211843142
3250,-6594.326772402863,269.2271502764975,7.565344101295832,0.9930819211843142
3260,-6686.471303652863,281.516949272628,7.565344101295832,0.9930819211843142
3270,-6727.893178652863,288.27341187280643,7.565344101295832,0.9930819211843142
3280,-6632.635366152863,273.63198237128876,7.565344101295832,0.9930819211843142
3290,-6592.955678652863,267.6598891270941,7.565344101295832,0.9930819211843142
3300,-6608.190053652863,271.9626743543967,7.565344101295832,0.9930819211843142
3310,-6621.088491152863,274.9790641788143,7.565344101295832,0.9930819211843142
3320,-6635.783803652863,276.9898255301738,7.565344101295832,0.9930819211843142
3330,-6676.565053652863,280.74717988186393,7.565344101295832,0.9930819211843142
3340,-6585.861928652863,271.4671292250591,7.565344101295832,0.9930819211843142
3350,-6647.150991152863,272.9008104219272,7.565344101295832,0.9930819211843142
3360,-6651.842397402863,276.24972920925023,7.565344101295832,0.9930819211843142
3370,-6681.627553652863,281.53557640594005,7.565344101295832,0.9930819211843142
3380,-6726.494741152863,282.3242297704938,7.565344101295832,0.9930819211843142
3390,-6743.971303652863,282.91491700831415,7.565344101295832,0.9930819211843142
3400,-6712.412709902863,281.34508727903597,7.565344101295832,0.9930819211843142
3410,-6722.572866152863,284.138041759502,7.565344101295832,0.9930819211843142
3420,-6623.119741152863,273.9566053958535,7.565344101295832,0.9930819211843142
3430,-6714.475209902863,289.38152952589104,7.565344101295832,0.9930819211843142
3440,-6657.108022402863,283.00382583232727,7.565344101295832,0.9930819211843142
3450,-6639.830678652863,281.4180759643464,7.565344101295832,0.9930819211843142
3460,-6604.510366152863,275.4798262410117,7.565344101295832,0.9930819211843142
3470,-6624.775991152863,278.4012716619151,7.565344101295832,0.9930819211843142
3480,-6576.432241152863,271.1614583066706,7.565344101295832,0.9930819211843142
3490,-6582.604116152863,270.584945726167,7.565344101295832,0.9930819211843142
3500,-6616.150991152863,275.6143310782865,7.565344101295832,0.9930819211843142
3510,-6647.889272402863,279.8933543147677,7.565344101295832,0.9930819211843142
3520,-6681.221303652863,285.82449558391306,7.565344101295832,0.9930819211843142
3530,-6694.510366152863,280.45453402430064,7.565344101295832,0.9930819211843142
3540,-6688.268178652863,281.6466578332787,7.565344101295832,0.9930819211843142
3550,-6690.709584902863,276.3640861999797,7.565344101295832,0.9930819211843142
3560,-6703.135366152863,280.81824090927347,7.565344101295832,0.9930819211843142
3570,-6692.733022402863,278.39865689097576,7.565344101295832,0.9930819211843142
3580,-6680.619741152863,278.84484998116176,7.565344101295832,0.9930819211843142
3590,-6621.178334902863,276.8744399217084,7.565344101295832,0.9930819211843142
3600,-6664.736928652863,282.5137038148106,7.565344101295832,0.9930819211843142
3610,-6683.025991152863,288.31803201347174,7.565344101295832,0.9930819211843142
3620,-6637.385366152863,283.06750946219887,7.565344101295832,0.9930819211843142
3630,-6657.213491152863,282.1528595005052,7.565344101295832,0.9930819211843142
3640,-6721.408803652863,295.7873152736291,7.565344101295832,0.9930819211843142
3650,-6552.861928652863,274.8207195423948,7.565344101295832,0.9930819211843142
3660,-6548.479116152863,274.68533703414505,7.565344101295832,0.9930819211843142
3670,-6623.924428652863,284.17243737717865,7.565344101295832,0.9930819211843142
3680,-6669.170522402863,288.6766264720539,7.565344101295832,0.9930819211843142
3690,-6665.701772402863,288.9888846052244,7.565344101295832,0.9930819211843142
3700,-6518.721303652863,268.0896699251104,7.565344101295832,0.9930819211843142
3710,-6587.459584902863,280.6276152205059,7.565344101295832,0.9930819211843142
3720,-6643.584584902863,287.3295999807376,7.565344101295832,0.9930819211843142
3730,-6609.174428652863,285.6405072603713,7.565344101295832,0.9930819211843142
3740,-6659.674428652863,291.9858403103361,7.565344101295832,0.9930819211843142
3750,-6675.225209902863,294.4812600416416,7.565344101295832,0.9930819211843142
3760,-6619.643178652863,284.62531963972305,7.565344101295832,0.9930819211843142
3770,-6545.365834902863,278.14635006981456,7.565344101295832,0.9930819211843142
3780,-6501.967397402863,272.52536620036375,7.565344101295832,0.9930819211843142
