#"Step","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
3790,-6534.979116152863,276.1059421056442,7.565344101295832,0.9930819211843142
3800,-6552.295522402863,277.4889788750987,7.565344101295832,0.9930819211843142
3810,-6513.440053652863,273.93325285652327,7.565344101295832,0.9930819211843142
3820,-6458.416616152863,271.9035751733533,7.565344101295832,0.9930819211843142
3830,-6473.334584902863,273.46623750895486,7.565344101295832,0.9930819211843142
3840,-6523.440053652863,281.8149088789382,7.565344101295832,0.9930819211843142
3850,-6514.096303652863,280.9154816711822,7.565344101295832,0.9930819211843142
3860,-6538.979116152863,279.36153219287667,7.565344101295832,0.9930819211843142
3870,-6531.162709902863,275.1800959230145,7.565344101295832,0.9930819211843142
3880,-6518.775991152863,274.0882581961289,7.565344101295832,0.9930819211843142
3890,-6487.690053652863,266.38295177245317,7.565344101295832,0.9930819211843142
3900,-6552.650991152863,274.30097239024394,7.565344101295832,0.9930819211843142
3910,-6574.815053652863,281.8248117883069,7.565344101295832,0.9930819211843142
3920,-6538.486928652863,279.98252819266105,7.565344101295832,0.9930819211843142
3930,-6486.209584902863,275.4990933847811,7.565344101295832,0.9930819211843142
3940,-6487.154897402863,274.4752571580916,7.565344101295832,0.9930819211843142
3950,-6560.572866152863,281.989831607578,7.565344101295832,0.9930819211843142
3960,-6600.424428652863,288.0748592682858,7.565344101295832,0.9930819211843142
3970,-6603.854116152863,287.4122661479685,7.565344101295832,0.9930819211843142
3980,-6599.420522402863,285.01170642279135,7.565344101295832,0.9930819211843142
3990,-6516.334584902863,271.6434577420906,7.565344101295832,0.9930819211843142
4000,-6576.264272402863,280.70054925530803,7.565344101295832,0.9930819211843142
4010,-6545.619741152863,281.89366557644735,7.565344101295832,0.9930819211843142
4020,-6568.197866152863,287.4411424827485,7.565344101295832,0.9930819211843142
4030,-6566.904897402863,288.1984514312949,7.565344101295832,0.9930819211843142
4040,-6543.596303652863,281.91668280471987,7.565344101295832,0.9930819211843142
4050,-6551.072866152863,283.3046377500028,7.565344101295832,0.9930819211843142
4060,-6571.049428652863,286.28893626804796,7.565344101295832,0.9930819211843142
4070,-6548.260366152863,282.7012189062608,7.565344101295832,0.9930819211843142
4080,-6571.377553652863,288.0266155140836,7.565344101295832,0.9930819211843142
4090,-6536.928334902863,280.6995699292546,7.565344101295832,0.9930819211843142
4100,-6525.557241152863,280.42338770511213,7.565344101295832,0.9930819211843142
4110,-6487.428334902863,273.1491153198056,7.565344101295832,0.9930819211843142
4120,-6539.772084902863,280.2075322880201,7.565344101295832,0.9930819211843142
4130,-6528.994741152863,281.29835177009363,7.565344101295832,0.9930819211843142
4140,-6475.049428652863,277.19494077995154,7.565344101295832,0.9930819211843142
4150,-6563.518178652863,289.65966198003406,7.565344101295832,0.9930819211843142
4160,-6586.350209902863,292.1354170355459,7.565344101295832,0.9930819211843142
4170,-6531.143178652863,279.9915125421663,7.565344101295832,0.9930819211843142
4180,-6535.100209902863,282.83286240468226,7.565344101295832,0.9930819211843142
4190,-6483.881459902863,281.7822027044089,7.565344101295832,0.9930819211843142
4200,-6542.443959902863,288.6311994751423,7.565344101295832,0.9930819211843142
4210,-6613.799428652863,298.5080313959338,7.565344101295832,0.9930819211843142
4220,-6586.213491152863,297.7629860973119,7.565344101295832,0.9930819211843142
4230,-6573.983022402863,292.88309293618727,7.565344101295832,0.9930819211843142
4240,-6585.928334902863,294.6968982433364,7.565344101295832,0.9930819211843142
4250,-6635.650991152863,299.7174172219383,7.565344101295832,0.9930819211843142
4260,-6646.916616152863,304.1272556328466,7.565344101295832,0.9930819211843142
4270,-6655.057241152863,307.18768524725044,7.565344101295832,0.9930819211843142
4280,-6609.424428652863,297.0239190471434,7.565344101295832,0.9930819211843142
4290,-6606.315053652863,294.3147482640295,7.565344101295832,0.9930819211843142
4300,-6562.494741152863,291.736111154443,7.565344101295832,0.9930819211843142
4310,-6536.205678652863,290.3411413952109,7.565344101295832,0.9930819211843142
4320,-6631.643178652863,305.0347664279138,7.565344101295832,0.9930819211843142
4330,-6636.174428652863,305.2982153722258,7.565344101295832,0.9930819211843142
4340,-6523.518178652863,291.9146246048985,7.565344101295832,0.9930819211843142
4350,-6497.705678652863,288.6717579794844,7.565344101295832,0.9930819211843142
4360,-6538.080678652863,292.6560090991765,7.565344101295832,0.9930819211843142
4370,-6568.190053652863,292.1954299680003,7.565344101295832,0.9930819211843142
4380,-6595.201772402863,296.4562363920439,7.565344101295832,0.9930819211843142
4390,-6554.002553652863,296.8537943752553,7.565344101295832,0.9930819211843142
4400,-6518.955678652863,288.53938204975515,7.565344101295832,0.9930819211843142
4410,-6515.510366152863,291.14697825857337,7.565344101295832,0.9930819211843142
4420,-6574.408803652863,302.467144987185,7.565344101295832,0.9930819211843142
4430,-6435.076772402863,286.2805077404786,7.565344101295832,0.9930819211843142
4440,-6469.307241152863,291.3317370671114,7.565344101295832,0.9930819211843142
4450,-6500.690053652863,293.5059307944008,7.565344101295832,0.9930819211843142
4460,-6488.775991152863,291.1673969164987,7.565344101295832,0.9930819211843142
4470,-6567.209584902863,303.12098317849285,7.565344101295832,0.9930819211843142
4480,-6507.268178652863,299.80719537870044,7.565344101295832,0.9930819211843142
4490,-6452.240834902863,290.70233533601095,7.565344101295832,0.9930819211843142
4500,-6482.713491152863,291.60991934396566,7.565344101295832,0.9930819211843142
4510,-6585.361928652863,305.84157352546674,7.565344101295832,0.9930819211843142
4520,-6529.322866152863,300.09461865942944,7.565344101295832,0.9930819211843142
4530,-6519.279897402863,294.99917172071156,7.565344101295832,0.9930819211843142
4540,-6492.494741152863,290.0069206923173,7.565344101295832,0.9930819211843142
4550,-6556.080678652863,298.1988213128298,7.565344101295832,0.9930819211843142
4560,-6516.627553652863,294.14820946755566,7.565344101295832,0.9930819211843142
4570,-6480.065053652863,289.3126016158249,7.565344101295832,0.9930819211843142
4580,-6532.236928652863,296.8670422001452,7.565344101295832,0.9930819211843142
4590,-6509.440053652863,295.6967512801906,7.565344101295832,0.9930819211843142
4600,-6526.475209902863,300.0175169899784,7.565344101295832,0.9930819211843142
4610,-6433.557241152863,283.5701508960864,7.565344101295832,0.9930819211843142
4620,-6501.236928652863,291.579984626032,7.565344101295832,0.9930819211843142
4630,-6425.143178652863,279.1819966657564,7.565344101295832,0.9930819211843142
4640,-6479.666616152863,293.40688130686823,7.565344101295832,0.9930819211843142
4650,-6442.713491152863,292.9090563909142,7.565344101295832,0.9930819211843142
4660,-6432.416616152863,288.552916381596,7.565344101295832,0.9930819211843142
4670,-6457.330678652863,288.4453699098188,7.565344101295832,0.9930819211843142
4680,-6465.533803652863,291.20827116565687,7.565344101295832,0.9930819211843142
4690,-6400.752553652863,284.6788715424727,7.565344101295832,0.9930819211843142
4700,-6466.236928652863,294.3880402321372,7.565344101295832,0.9930819211843142
4710,-6496.990834902863,299.8003146289001,7.565344101295832,0.9930819211843142
4720,-6461.533803652863,294.73965075358865,7.565344101295832,0.9930819211843142
4730,-6447.963491152863,291.12193411644586,7.565344101295832,0.9930819211843142
4740,-6496.463491152863,298.02864382904545,7.565344101295832,0.9930819211843142
4750,-6536.229116152863,300.32007774223285,7.565344101295832,0.9930819211843142
4760,-6493.654897402863,298.2097425621567,7.565344101295832,0.9930819211843142
4770,-6436.596303652863,288.9152491626111,7.565344101295832,0.9930819211843142
4780,-6470.502553652863,290.8431585170123,7.565344101295832,0.9930819211843142
4790,-6492.424428652863,290.73724317358943,7.565344101295832,0.9930819211843142
4800,-6500.252553652863,289.05913434655645,7.565344101295832,0.9930819211843142
4810,-6531.244741152863,297.23457130493694,7.565344101295832,0.9930819211843142
4820,-6528.432241152863,298.19286269022916,7.565344101295832,0.9930819211843142
4830,-6419.756459902863,279.60475770830817,7.565344101295832,0.9930819211843142
4840,-6434.252553652863,281.3993754210631,7.565344101295832,0.9930819211843142
4850,-6398.807241152863,279.018842962414,7.565344101295832,0.9930819211843142
4860,-6385.088491152863,280.7356770430752,7.565344101295832,0.9930819211843142
4870,-6414.811147402863,282.66378974411816,7.565344101295832,0.9930819211843142
4880,-6398.244741152863,283.195831377016,7.565344101295832,0.9930819211843142
4890,-6518.959584902863,298.10922490223635,7.565344101295832,0.9930819211843142
4900,-6450.483022402863,294.4024554856288,7.565344101295832,0.9930819211843142
4910,-6423.158803652863,290.0522072380902,7.565344101295832,0.9930819211843142
4920,-6384.596303652863,281.84941802017545,7.565344101295832,0.9930819211843142
4930,-6392.205678652863,280.88632194107737,7.565344101295832,0.9930819211843142
4940,-6371.463491152863,281.8245229936001,7.565344101295832,0.9930819211843142
4950,-6344.979116152863,276.23526004041196,7.565344101295832,0.9930819211843142
4960,-6448.197866152863,289.91120346793065,7.565344101295832,0.9930819211843142
4970,-6506.838491152863,296.517247265654,7.565344101295832,0.9930819211843142
4980,-6554.014272402863,305.6743836602442,7.565344101295832,0.9930819211843142
4990,-6524.834584902863,302.30551349388946,7.565344101295832,0.9930819211843142
5000,-6486.674428652863,294.86070038197835,7.565344101295832,0.9930819211843142
5010,-6470.928334902863,288.19700574983017,7.565344101295832,0.9930819211843142
5020,-6498.967397402863,292.89582881567003,7.565344101295832,0.9930819211843142
5030,-6442.486928652863,284.31450580693377,7.565344101295832,0.9930819211843142
5040,-6498.674428652863,292.66945496339844,7.565344101295832,0.9930819211843142
5050,-6516.889272402863,295.2372686394164,7.565344101295832,0.9930819211843142
5060,-6440.721303652863,285.6523700040923,7.565344101295832,0.9930819211843142
5070,-6451.850209902863,286.74812797966837,7.565344101295832,0.9930819211843142
5080,-6526.697866152863,296.5527349046971,7.565344101295832,0.9930819211843142
5090,-6498.193959902863,288.97644110999386,7.565344101295832,0.9930819211843142
5100,-6506.537709902863,288.28363434629074,7.565344101295832,0.9930819211843142
5110,-6526.033803652863,290.86110557381863,7.565344101295832,0.9930819211843142
5120,-6569.252553652863,296.24654508049196,7.565344101295832,0.9930819211843142
5130,-6522.736928652863,290.5649455376348,7.565344101295832,0.9930819211843142
5140,-6535.498647402863,292.2350022180993,7.565344101295832,0.9930819211843142
5150,-6511.803334902863,292.6113070739359,7.565344101295832,0.9930819211843142
5160,-6438.471303652863,286.48691024383805,7.565344101295832,0.9930819211843142
5170,-6463.900991152863,289.16005742632774,7.565344101295832,0.9930819211843142
5180,-6434.475209902863,283.6347093509821,7.565344101295832,0.9930819211843142
5190,-6527.647084902863,294.52004837128015,7.565344101295832,0.9930819211843142
5200,-6440.346303652863,286.73158395488065,7.565344101295832,0.9930819211843142
5210,-6491.525991152863,291.5549360569701,7.565344101295832,0.9930819211843142
5220,-6391.674428652863,276.32322297734396,7.565344101295832,0.9930819211843142
5230,-6554.369741152863,298.45342314215367,7.565344101295832,0.9930819211843142
5240,-6571.486928652863,302.7274808817528,7.565344101295832,0.9930819211843142
5250,-6451.065053652863,289.60014060911925,7.565344101295832,0.9930819211843142
5260,-6440.877553652863,295.520392009007,7.565344101295832,0.9930819211843142
5270,-6455.830678652863,295.4985276459913,7.565344101295832,0.9930819211843142
5280,-6548.533803652863,306.243660425609,7.565344101295832,0.9930819211843142
5290,-6545.065053652863,307.64264539822136,7.565344101295832,0.9930819211843142
5300,-6522.443959902863,305.96978892180886,7.565344101295832,0.9930819211843142
5310,-6491.111928652863,297.9773161017693,7.565344101295832,0.9930819211843142
5320,-6471.025991152863,296.00570909884385,7.565344101295832,0.9930819211843142
5330,-6501.041616152863,302.864182293143,7.565344101295832,0.9930819211843142
5340,-6491.650991152863,300.0651066740157,7.565344101295832,0.9930819211843142
5350,-6502.537709902863,301.8869902364303,7.565344101295832,0.9930819211843142
5360,-6396.268178652863,286.3893350098539,7.565344101295832,0.9930819211843142
5370,-6402.791616152863,288.22920361722953,7.565344101295832,0.9930819211843142
5380,-6370.287709902863,284.8370160398435,7.565344101295832,0.9930819211843142
5390,-6333.772084902863,277.2136924914463,7.565344101295832,0.9930819211843142
5400,-6485.572866152863,298.0712054480602,7.565344101295832,0.9930819211843142
